1;1;1;t
2;1;2;t
3;1;3;t
4;1;4;t
5;1;5;t
6;1;6;t
7;1;7;t
8;1;8;t
9;1;9;t
10;1;10;t
11;1;11;t
12;1;12;t
13;1;13;t
14;1;14;t
15;1;15;t
16;1;16;t
17;1;17;t
18;1;18;t
19;1;19;t
20;1;20;t
21;1;21;t
22;1;22;t
23;1;23;t
24;1;24;t
25;1;25;t
26;1;26;t
27;1;27;t
28;1;28;t
29;1;29;t
30;1;30;t
31;1;31;t
32;1;32;t
33;1;33;t
34;1;34;t
35;1;35;t
36;1;36;t
37;1;37;t
38;1;38;t
39;1;39;t
40;1;40;t
41;1;41;t
42;1;42;t
43;1;43;t
44;1;44;t
45;1;45;t
46;1;46;t
47;1;47;t
48;1;48;t
49;1;49;t
50;1;50;t
51;1;51;t
52;1;52;t
53;1;53;t
54;1;54;t
55;1;55;t
56;1;56;t
57;1;57;t
58;1;58;t
59;1;59;t
60;1;60;t
61;1;61;t
62;1;62;t
63;1;63;t
64;1;64;t
65;1;65;t
66;1;66;t
67;1;67;t
68;1;68;t
69;1;69;t
70;1;70;t
71;1;71;t
72;1;72;t
73;1;73;t
74;1;74;t
75;1;75;t
76;1;76;t
77;1;77;t
78;1;78;t
79;1;79;t
80;1;80;t
81;1;81;t
82;1;82;t
83;1;83;t
84;1;84;t
85;1;85;t
86;1;86;t
87;1;87;t
88;1;88;t
89;1;89;t
90;1;90;t
91;1;91;t
92;1;92;t
93;1;93;t
94;1;94;t
95;1;95;t
96;1;96;t
97;1;97;t
98;1;98;t
99;1;99;t
100;1;100;t
101;1;101;t
102;1;102;t
103;1;103;t
104;1;104;t
105;1;105;t
106;1;106;t
107;1;107;t
108;1;108;t
109;1;109;t
110;1;110;t
111;1;111;t
112;1;112;t
113;1;113;t
114;1;114;t
115;1;115;t
116;1;116;t
117;1;117;t
118;1;118;t
119;1;119;t
120;1;120;t
121;1;121;t
122;1;122;t
123;1;123;t
124;1;124;t
125;1;125;t
126;1;126;t
127;1;127;t
128;1;128;t
129;1;129;t
130;1;130;t
131;1;131;t
132;1;132;t
133;1;133;t
134;1;134;t
135;1;135;t
136;1;136;t
137;1;137;t
138;1;138;t
139;1;139;t
140;1;140;t
141;1;141;t
142;1;142;t
143;1;143;t
144;1;144;t
145;1;145;t
146;1;146;t
147;1;147;t
148;1;148;t
149;1;149;t
150;1;150;t
151;1;151;t
152;1;152;t
153;1;153;t
154;1;154;t
155;1;155;t
156;1;156;t
157;1;157;t
158;1;158;t
159;1;159;t
160;1;160;t
161;1;161;t
162;1;162;t
163;1;163;t
164;1;164;t
165;1;165;t
166;1;166;t
167;1;167;t
168;1;168;t
169;1;169;t
170;1;170;t
171;1;171;t
172;1;172;t
173;1;173;t
174;1;174;t
175;1;175;t
176;1;176;t
177;1;177;t
178;1;178;t
179;1;179;t
180;1;180;t
181;1;181;t
182;1;182;t
183;1;183;t
184;1;184;t
185;1;185;t
186;1;186;t
187;1;187;t
188;1;188;t
189;1;189;t
190;1;190;t
191;1;191;t
192;1;192;t
193;1;193;t
194;1;194;t
195;1;195;t
196;1;196;t
197;1;197;t
198;1;198;t
199;1;199;t
200;1;200;t
201;1;201;t
202;1;202;t
203;1;203;t
204;1;204;t
205;1;205;t
206;1;206;t
207;1;207;t
208;2;1;t
209;2;2;t
210;2;3;t
211;2;4;t
212;2;5;t
213;2;6;t
214;2;7;t
215;2;8;t
216;2;9;t
217;2;10;t
218;2;11;t
219;2;12;t
220;2;13;t
221;2;14;t
222;2;15;t
223;2;16;t
224;2;17;t
225;2;18;t
226;2;19;t
227;2;20;t
228;2;21;t
229;2;22;t
230;2;23;t
231;2;24;t
232;2;25;t
233;2;26;t
234;2;27;t
235;2;28;t
236;2;29;t
237;2;30;t
238;2;31;t
239;2;32;t
240;2;33;t
241;2;34;t
242;2;35;t
243;2;36;t
244;2;37;t
245;2;38;t
246;2;39;t
247;2;40;t
248;2;41;t
249;2;42;t
250;2;43;t
251;2;44;t
252;2;45;t
253;2;46;t
254;2;47;t
255;2;48;t
256;2;49;t
257;2;50;t
258;2;51;t
259;2;52;t
260;2;53;t
261;2;54;t
262;2;55;t
263;2;56;t
264;2;57;t
265;2;58;t
266;2;59;t
267;2;60;t
268;2;61;t
269;2;62;t
270;2;63;t
271;2;64;t
272;2;65;t
273;2;66;t
274;2;67;t
275;2;68;t
276;2;69;t
277;2;70;t
278;2;71;t
279;2;72;t
280;2;73;t
281;2;74;t
282;2;75;t
283;2;76;t
284;2;77;t
285;2;78;t
286;2;79;t
287;2;80;t
288;2;81;t
289;2;82;t
290;2;83;t
291;2;84;t
292;2;85;t
293;2;86;t
294;2;87;t
295;2;88;t
296;2;89;t
297;2;90;t
298;2;91;t
299;2;92;t
300;2;93;t
301;2;94;t
302;2;95;t
303;2;96;t
304;2;97;t
305;2;98;t
306;2;99;t
307;2;100;t
308;2;101;t
309;2;102;t
310;2;103;t
311;2;104;t
312;2;105;t
313;2;106;t
314;2;107;t
315;2;108;f
316;2;109;f
317;2;110;t
318;2;111;f
319;2;112;t
320;2;113;t
321;2;114;t
322;2;115;t
323;2;116;t
324;2;117;t
325;2;118;t
326;2;119;t
327;2;120;t
328;2;121;t
